+00.000000	+00.188091
+00.016252	+00.188354
+00.097616	+00.189000
+00.219647	+00.189586
+00.390511	+00.191814
+00.691631	+00.193746
+01.025195	+00.196857
+01.309933	+00.199421
+01.757650	+00.203308
+02.270214	+00.207153
+02.766662	+00.212253
+03.401331	+00.217634
+04.101189	+00.223761
+04.654601	+00.230565
+05.468485	+00.238145
+06.103093	+00.245873
+07.161056	+00.253875
+07.885388	+00.262402
+08.934952	+00.270605
+10.049711	+00.280916
+11.067323	+00.291097
+12.133091	+00.302058
+13.427175	+00.313718
+14.598845	+00.325946
+15.819510	+00.339360
+17.292654	+00.354721
+18.407646	+00.368629
+19.993839	+00.384545
+21.646413	+00.401667
+23.127681	+00.420657
+24.657789	+00.440783
+26.235694	+00.460716
+27.864320	+00.477305
+29.809108	+00.495025
+31.542016	+00.514813
+33.323948	+00.533867
+35.156160	+00.556895
+37.035020	+00.580494
+38.963927	+00.600913
+40.623698	+00.621401
+42.968000	+00.644878
+45.042871	+00.667039
+47.167118	+00.689760
+48.989621	+00.712294
+51.561840	+00.735581
+53.832002	+00.757715
+56.151590	+00.773552
+58.135883	+00.791092
+60.936960	+00.809218
+63.003557	+00.830619
+65.510345	+00.844896
+68.064285	+00.860911
+70.669400	+00.876797
+73.322688	+00.891930
+75.145704	+00.904116
+78.326276	+00.915019
+80.662800	+00.926345
+83.495148	+00.934085
+86.375175	+00.939512
+88.824174	+00.942942
+91.796400	+00.944274
+88.824174	+00.937888
+86.375175	+00.929631
+83.495148	+00.921736
+80.662800	+00.916864
+77.878584	+00.906667
+75.145704	+00.894505
+73.322688	+00.881825
+70.669400	+00.866886
+68.064285	+00.852225
+65.510345	+00.836499
+63.003557	+00.818639
+60.936960	+00.799353
+58.135883	+00.782934
+55.777154	+00.763610
+53.832002	+00.745435
+51.561840	+00.723867
+49.339633	+00.703158
+46.825243	+00.681803
+44.709135	+00.659802
+42.643200	+00.637013
+40.623698	+00.616214
+38.963927	+00.594121
+36.733844	+00.571556
+34.863120	+00.550684
+33.323948	+00.530002
+31.265260	+00.509165
+29.540492	+00.488787
+28.124800	+00.471479
+26.235694	+00.454144
+24.413593	+00.436128
+22.891625	+00.418987
+21.418498	+00.401869
+19.774608	+00.385987
+18.407646	+00.369888
+17.292654	+00.355808
+15.819510	+00.341543
+14.598845	+00.328908
+13.248099	+00.317008
+12.133091	+00.306633
+11.067323	+00.295543
+09.895059	+00.285012
+08.788796	+00.275485
+08.023764	+00.266114
+07.030820	+00.257845
+06.103093	+00.249965
+05.240573	+00.242203
+04.654601	+00.236114
+04.003513	+00.230116
+03.311799	+00.224130
+02.766662	+00.218361
+02.197138	+00.213679
+01.692534	+00.209336
+01.366905	+00.206240
+00.927643	+00.203254
+00.691631	+00.200044
+00.423067	+00.198090
+00.219647	+00.195941
+00.081340	+00.194994
+00.016252	+00.193164
